Job Title,Experience,Company,Scraped data,Salary,Location,Tags,Posted date
Senior Manager(L5) - Mechanical Maintenance,5-10 Yrs,Tata Motors Finance,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['analytics', 'maintenance', 'machine', 'senior', 'machine shop', 'hydraulics', 'sap', 'conflict management']",1 Day Ago
Senior Manager (L5) - Powertrain Mechanical Maintenance,8-10 Yrs,Tata Motors Finance,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['conflict', 'mechanical maintenance', 'management', 'system maintenance', 'mechanical', 'tqm', 'maintenance', 'system']",1 Day Ago
Senior Manager (L5) - BES,10-12 Yrs,Tata Motors Finance,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['cost reduction', 'continuous improvement', 'senior management', 'collections', 'improvement', 'analytical', 'six sigma', 'kaizen']",1 Day Ago
Senior Manager - PPC & Order Fulfilment,5-8 Yrs,Tata Motors Finance,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['operations', 'senior management', 'scheduling', 'supply', 'supply chain management', 'order execution', 'planning', 'management']",1 Day Ago
Sr. Manger (L5) - Construction,5-8 Yrs,Tata Motors Finance,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['technical', 'technical services', 'budgeting', 'civil', 'monitoring', 'construction', 'sr', 'infrastructure']",2 Days Ago
PFT Production,0-3 Yrs,Tata Motors Finance,07/04/2023,Not disclosed,"Mumbai, Nagpur, Thane, Nasik/Nashik, Pune, Aurangabad","['tpm', 'line balancing', 'manpower', 'flooring', 'microsoft', 'management', 'product development', 'risk']",1 Day Ago
Senior Manager- EV Production -CV Operations-TMCV,8-12 Yrs,Tata Motors Finance,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['heading', 'process quality', 'ev', 'senior management', 'translation', 'planning', 'management', 'cost']",14 Days Ago
Senior Manager Breakdown & Electronics Maintenance,8-10 Yrs,Tata Motors Finance,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['networking', 'senior', 'software testing', 'plc', 'electronics', 'biw', 'excel', 'breakdown']",14 Days Ago
Senior Manager (L5) - Powertrain Crank Shaft,4-7 Yrs,Tata Motors Finance,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['crank shaft', 'process', 'conflict', 'cnc', 'management', 'senior', 'drilling', 'quality systems']",14 Days Ago
Export & Import - Executive/ Sr. Executive/ Assistant Manager,4-8 Yrs,Innovative Chemical Interchange Pvt ltd,07/04/2023,4.5-8 Lacs PA,Hyderabad/Secunderabad,"['shipping', 'export documentation', 'EXIM', 'Foreign Trade', 'Import Documentation', 'export', 'assistance', 'management']",1 Day Ago
Import and Export Executive,0-1 Yrs,Samson Freight,07/04/2023,Not disclosed,Pune,"['English communication', 'Email', 'Candidate should have basis knowledge about International Logistics.', 'MS Office', 'Computer Skills', 'english', 'export import', 'computer']",Few Hours Ago
Export Import Manager,8-13 Yrs,LORBAX INDIA PVT LTD,07/04/2023,4-9 Lacs PA,New Delhi(Wazirpur +4),"['advance licence', 'transportation', 'import documentation', 'export import', 'bl', 'custom', 'export import documentation', 'epcg']",2 Days Ago
Assistant Manager- Sales & Export/ Import - Very Urgent !,6-11 Yrs,Nippon Konpo India,07/04/2023,5.5-8 Lacs PA,Chennai,"['Freight Forwarding', 'Sales', 'Business Development', 'assistance', 'forwarding', 'export import', 'operations', 'import']",1 Day Ago
Import Export Senior Executive,1-3 Yrs,Osgan Consultants,07/04/2023,2-4 Lacs PA,New Delhi,"['dgft', 'export import', 'eou', 'meis', 'trade', 'exim', 'foreign trade policy', 'duty drawback']",1 Day Ago
Manager Export & Import,5-10 Yrs,Morepen Laboratories,07/04/2023,Not disclosed,Gurgaon/Gurugram,"['query', 'dgft', 'outbound', 'claims', 'import', 'supply chain', 'dbms', 'licensing']",3 Days Ago
Import And Export Executive,0-2 Yrs,Viridis Biopharma Pvt.Ltd.,07/04/2023,2.5-3 Lacs PA,Mumbai (All Areas)(Govandi +1),"['Freight Forwarding', 'Export Import Documentation', 'Custom Clearance', 'export import', 'documentation', 'tally', 'export documentation', 'freight']",3 Days Ago
Executive - Exports Imports,0-2 Yrs,Institute Of Personality Development (ipd),07/04/2023,Not disclosed,Aurangabad,"['injection moulding', 'merchandising', 'exim', 'production planning control', 'ppc', 'import', 'logistics', 'international']",21 Days Ago
Executive - Exports Imports,0-2 Yrs,Institute Of Personality Development (ipd),07/04/2023,Not disclosed,Aurangabad,"['export import', 'plastic injection molding', 'production planning', 'microsoft', 'international', 'production', 'control', 'exim']",21 Days Ago
Assistant Manager - Export & Import,7-12 Yrs,Avi Global Plast,07/04/2023,7-8 Lacs PA,Mumbai (All Areas),"['Export Import', 'export documentation', 'custom', 'import', 'assistance', 'documentation', 'import export', 'exim']",11 Days Ago
Assistant Manager- Sales & Export/ Import - Very Urgent !,7-12 Yrs,Nippon Konpo India,07/04/2023,5.5-8 Lacs PA,"Mehsana, Kadi, Vithalapur Gujarat","['Freight Forwarding', 'Sales', 'Business Development', 'management', 'development', 'export import', 'freight', 'export']",9 Days Ago
"Export Executive , Import Executive",0-5 Yrs,SA Import Export Delhi,07/04/2023,6-16 Lacs PA,"Temp. WFH - Jaipur, Delhi / NCR, Mumbai (All Areas)","['Export Documentation', 'Import Sourcing', 'Import Export', 'Import Integration', 'Import Executive', 'integration', 'import', 'documentation']",12 Days Ago
Import AND Export-Assistant Manager,4-9 Yrs,Uflex,07/04/2023,4-8 Lacs PA,Panipat,"['import export', 'export import', 'management', 'import', 'clearing', 'custom', 'custom clearance', 'export']",13 Days Ago
Import & Export Executive,1-4 Yrs,CHEMCON ,07/04/2023,1-2 Lacs PA,Vadodara,"['DGFT', 'export import documentation', 'export import', 'export documentation', 'fertilizer', 'dispatch', 'import', 'import documentation']",8 Days Ago
Import Export Executive,1-2 Yrs,Metavice Resources,07/04/2023,2-3 Lacs PA,"Noida, Delhi / NCR","['Export Import Documentation', 'supplier', 'management', 'export import', 'mail management', 'documentation', 'export documentation', 'export']",10 Days Ago
Import And Export Executive,1-2 Yrs,Eirene Tech Services,07/04/2023,Not disclosed,Pune(Narhe),"['export import documentation', 'documentation', 'import documentation', 'export import', 'import', 'customs', 'customs documentation', 'custom']",2 Days Ago
Import And Export Executive,5-8 Yrs,DOOWON CLIMATE CONTROL INDIA PVT LTD,07/04/2023,4.5-5.5 Lacs PA,Anantapur,"['import documentation', 'export import', 'documentation', 'export', 'import export', 'import', 'export documentation', 'Import & Export documentation.']",9 Days Ago
Import And Export Executive : Marol : Sal 30k,1-6 Yrs,Jobspot Hr Services,07/04/2023,3-3.75 Lacs PA,Mumbai(Marol),"['Import Export', 'Documentation', 'import export purchase', 'purchase', 'import documentation', 'export import', 'sal', 'export import documentation']",9 Days Ago
Logistics Executive(Import & Export) -EOT Crane Manufacturing industry,4-6 Yrs,Bhagat Hr Services,07/04/2023,4-4.25 Lacs PA,Pune,"['Export Documentation', 'Import & Export', 'Freight Forwarding', 'Import Documentation', 'Cha', 'forwarding', 'rate negotiation', 'import']",Just Now
Senior Ocean Export & Import Pricing Executive( Freight Forwarding),4-8 Yrs,Bharat Logistics Solutions,07/04/2023,3.5-6 Lacs PA,Navi Mumbai,"['Working exposure with Operations / Clearance staff', 'alignment', 'export import', 'pricing', 'freight', 'export', 'import export', 'osa']",10 Days Ago
Merchandiser- Office Chair,3-5 Yrs,Della by Jimmy Mistry,07/04/2023,Not disclosed,Mumbai(Dadar),"['office chairs', 'Merchandising', 'maintenance', 'stores maintenance', 'decision making', 'sales planning', 'sales', 'stores']",Few Hours Ago
Merchandiser- Sanitary Ware,3-5 Yrs,Della by Jimmy Mistry,07/04/2023,Not disclosed,Mumbai(Dadar),"['Merchandising', 'sanitary ware', 'sales planning', 'merchandising strategies', 'sales', 'planning', 'sanitary']",Few Hours Ago
Merchandiser- Tiles,3-5 Yrs,Della by Jimmy Mistry,07/04/2023,"50,000-80,000 PA",Mumbai(Dadar),"['tiles', 'Merchandising', 'customer relationship', 'planning', 'merchandising strategies', 'sales', 'relationship', 'sales planning']",Few Hours Ago
Merchandiser- Lights,3-5 Yrs,Della by Jimmy Mistry,07/04/2023,Not disclosed,Mumbai(Dadar),"['Merchandising', 'market quality', 'sampling', 'marketing', 'sales planning', 'sales', 'customer relationship', 'relationship']",Few Hours Ago
Merchandiser- Furniture,2-5 Yrs,Della by Jimmy Mistry,07/04/2023,Not disclosed,Mumbai (All Areas)(Dadar),"['luxury', 'Merchandising', 'new product', 'product development', 'assurance', 'quality assurance', 'furniture', 'quality']",Few Hours Ago
Merchandiser,3-8 Yrs,Superhouse Group,07/04/2023,Not disclosed,"Unnao, Kanpur","['sampling', 'sample development', 'merchandising', 'development']",6 Days Ago
Backend Merchandiser - Ahmadabad,1-5 Yrs,Meena Bazaar,07/04/2023,"50,000-2.5 Lacs PA",Ahmedabad(Rakhial),"['dispatch', 'Garments', 'merchandising', 'backend']",1 Day Ago
Merchandiser,2-5 Yrs,Shreem Swarnam Design Concepts,07/04/2023,3-4.5 Lacs PA,New Delhi,"['Merchandising', 'vendor', 'sourcing / procurement', 'vendor development', 'procurement', 'retail', 'retail merchandising', 'sourcing']",1 Day Ago
Merchandiser,2-6 Yrs,Unison International Consulting,07/04/2023,2.75-7.75 Lacs PA,"Noida, New Delhi, Gurgaon/Gurugram, Delhi / NCR","['Merchandising', 'merchant activities', 'retail merchandising', 'retail', 'womens wear', 'apparel merchandising', 'apparel', 'PD Merchandiser']",1 Day Ago
"Merchandiser, 2 To 7 yrs exp., Mumbai",2-7 Yrs,Uni-design Jewellery,07/04/2023,Not disclosed,Mumbai (All Areas),"['Merchandising', 'development', 'merchandise displays', 'product development', 'merchandise planning', 'jewellery', 'planning', 'merchandising strategies']",4 Days Ago
Merchandiser,1-4 Yrs,Ford,07/04/2023,Not disclosed,Chennai,"['forecasting', 'freight', 'qc', 'helpdesk', 'inventory', 'supply chain management', 'supply', 'procurement']",8 Days Ago
Merchandiser,0-1 Yrs,Jindal Texofab Limited,07/04/2023,Not disclosed,Ahmedabad(Vatva),"['customer relationship', 'relationship', 'merchandising']",13 Days Ago
Merchandiser,2-5 Yrs,Ranger Apparel Export,07/04/2023,4-6 Lacs PA,Bangalore/Bengaluru,"['merchandising', 'apparel', 'sampling', 'merchant activities', 'apparel merchandising']",7 Days Ago
"Merchandiser
",3-8 Yrs,Golden Opportunities,07/04/2023,Not disclosed,Chennai,"['Merchandising', 'sourcing', 'order fulfillment', 'design', 'bulk', 'sampling', 'fabric sourcing', 'ordering']",3 Days Ago
Merchandiser,3-8 Yrs,Golden Opportunities,07/04/2023,Not disclosed,Chennai,"['Merchandising', 'communication skills', 'sourcing', 'fabric sourcing', 'costing', 'fabric', 'Communication']",3 Days Ago
Merchandiser,4-7 Yrs,Cantabil Retail India,07/04/2023,3.5-4.75 Lacs PA,New Delhi(Lawrance Road),"['knits', 'merchandising']",4 Days Ago
AJIO Hiring State Merchandiser - Andhra Pradesh,6-10 Yrs,Reliance Retail,07/04/2023,8-12 Lacs PA,"Vijayawada, Andhra Pradesh","['retail', 'hiring', 'merchandising', 'retail merchandising']",8 Days Ago
Merchandiser,0-5 Yrs,Iifa Placement,07/04/2023,1.25-2.5 Lacs PA,Kanpur,"['Communication Skills', 'Merchandising', 'merchandise planning', 'planning', 'merchandiser']",1 Day Ago
Merchandiser,4-9 Yrs,Team Recruit  Consultancies,07/04/2023,Not disclosed,Gurgaon/Gurugram,"['merchandiser', 'Home Furnishing', 'development', 'export house', 'merchandising', 'product development', 'export', 'furnishing']",7 Days Ago
Merchandiser,4-5 Yrs,Fashion Accessories,07/04/2023,5-5.5 Lacs PA,Gurgaon/Gurugram,"['Home Furnishing', 'client communication', 'ppc', 'buying', 'buying house', 'control', 'budget control', 'quality assurance']",7 Days Ago
"Security Officer - Haldia Plant Location, WB",,Haldia Petrochemicals (HPL),07/04/2023,Any Postgraduate,Haldia,"['security management', 'defense', 'industrial security', 'cctv', 'Security', 'plant', 'industrial', 'wbs']",1 Day Ago
ForgeRock Access Management Security Specialist,4-6 Yrs,Accenture,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['Access management', 'Consulting', 'sailpoint', 'J2Ee', 'Troubleshooting', 'management', 'access', 'security']",2 Days Ago
Security Officer,2-5 Yrs,Jones Lang LaSalle (JLL),07/04/2023,5.5-6 Lacs PA,Mumbai,"['investigation', 'security', 'investigations', 'Security Investigations']",1 Day Ago
Security Consultant- Perimeter Security,3-4 Yrs,IBM,07/04/2023,Not disclosed,Mumbai,"['Technical support', 'VPN', 'Information security', 'cli', 'microsoft', 'sso', 'perimeter security', 'ad serving']",Few Hours Ago
Assistant Manager- Security,5-8 Yrs,Club Mahindra,07/04/2023,4-5 Lacs PA,Kanha,"['Security Operations', 'assistance', 'safety', 'emergency', 'corporate security', 'security', 'loss prevention', 'emergency response']",1 Day Ago
Manager- Security || Zydus Lifesciences Ltd || Moraiya,13-17 Yrs,Zydus Lifesciences Ltd.,07/04/2023,Not disclosed,Ahmedabad(Moraiya),"['security operations', 'security management', 'Security Services', 'management', 'operations', 'surveillance', 'plant security', 'material movement']",2 Days Ago
Package Specialist: SAP HANA Security,12-17 Yrs,IBM,07/04/2023,Not disclosed,Hyderabad/Secunderabad,"['SAP', 'Production support', 'Coding', 'Consulting', 'SQL', 'unit', 'hana security', 'packaging']",2 Days Ago
Package Consultant: SAP HANA Security,12-16 Yrs,IBM,07/04/2023,Not disclosed,New Delhi,"['SAP S/4 HANA', 'SAP Fiori', 'Unit testing', 'SAP HANA Security', 'SQL', 'saps', 'sap s hana', 'mdg']",Just Now
Package Consultant: SAP HANA Security,12-17 Yrs,IBM,07/04/2023,Not disclosed,New Delhi,"['SAP', 'Unit testing', 'SQL', 'Coding', 'Application security', 'ariba', 'sap fiori', 'c']",1 Day Ago
Vacancy For Screener( Security executive) at IGI Airport,2-6 Yrs,Celebi Delhi Cargo Terminal Management Pvt. Ltd,07/04/2023,Not disclosed,New Delhi,"['AVSEC', 'Screening', 'Screener', 'cargo', 'security', 'igi', 'airport', 'security management']",2 Days Ago
Package Specialist: SAP Security,12-16 Yrs,IBM,07/04/2023,Not disclosed,Hyderabad/Secunderabad,"['SAP', 'Production support', 'SAP Security', 'Unit testing', 'SQL', 'ariba', 'unit', 'security']",2 Days Ago
Security Supervisor,7-15 Yrs,Novartis,07/04/2023,Not disclosed,"Mumbai, Navi Mumbai","['loss prevention', 'hse', 'management', 'cctv', 'workforce planning', 'prevention', 'security management', 'workforce']",1 Day Ago
Security Agent / Sr. Security Agent / Asm,2-6 Yrs,Start Inspire,07/04/2023,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","['control', 'access', 'deployment', 'm', 'customer service', 'sr', 'assembly', 'training']",1 Day Ago
Chief Security Officer - Healthcare/Retail,9-14 Yrs,Adler Talent Solutions Pvt. Ltd.,07/04/2023,Not disclosed,"Indore, Ahmedabad","['Security management', 'procedures', 'standard operating procedures', 'security', 'operating', 'physical', 'healthcare', 'retail']",2 Days Ago
M365 Security Admin,4-6 Yrs,New Systems,07/04/2023,14-17 Lacs PA,"Hybrid - New Delhi, Gurgaon/Gurugram","['Defender', 'threat hunting', 'powershell', 'Dlp', 'Endpoint Security', 'hunting', 'email security', 'microsoft azure']",1 Day Ago
Security Manager,9-12 Yrs,Capgemini,07/04/2023,Not disclosed,Bangalore/Bengaluru,"['Identity & Access Management', 'Managed services', 'Network security', 'Security Management', 'Security operations', 'access management', 'operations', 'management']",3 Days Ago
Fire Safety & Security Officer,2-5 Yrs,Jones Lang LaSalle (JLL),07/04/2023,5-5.5 Lacs PA,Noida,"['drilling', 'fire', 'fire safety', 'safety', 'security', 'fire drill', 'Fire Drills']",4 Days Ago
Application Security Analyst,3-8 Yrs,Incedo,07/04/2023,Not disclosed,Hybrid - Gurgaon/Gurugram,"['WAF', 'application', 'application security', 'security', 'devsecops', 'cloudstack', 'web application firewall', 'dns']",6 Days Ago
Security Supervisor,3-7 Yrs,Apeejay Education Society,07/04/2023,2-3 Lacs PA,Gurgaon/Gurugram,"['Cctv Monitoring', 'Security Management', 'Fire Fighting', 'security', 'cctv', 'fighting', 'fire safety', 'emergency']",1 Day Ago
Security Supervisor,3-8 Yrs,Apeejay Education Society,07/04/2023,2-3 Lacs PA,Greater Noida(Pari Chowk),"['Security Supervision', 'Security Management', 'CCTV', 'fire safety', 'emergency response', 'cctv monitoring', 'fire fighting', 'safety']",1 Day Ago
Hr Executive And Recruiter,0-5 Yrs,360 Realtors,07/04/2023,Not disclosed,Gurgaon/Gurugram,"['recruitment', 'generalist activities', 'hr generalist activities', 'hrsd']",1 Day Ago
HR Recruiter | HR Executive  | HR Fresher @ Noida,0-2 Yrs,Media Search Group,07/04/2023,Not disclosed,"Noida, Delhi / NCR","['HR Generalist Activities', 'IT Recruitment', 'Payroll Processing', 'communication skills', 'hrsd', 'management', 'development', 'payroll management']",1 Day Ago
Hr Executive And Recruiter,0-3 Yrs,360 Realtors,07/04/2023,2.5-3 Lacs PA,Gurgaon/Gurugram,"['talent acquisition', 'recruitment', 'sourcing', 'job portals', 'screening', 'mass', 'job diva', 'hiring']",1 Day Ago
HR Executive and Recruiter,0-1 Yrs,Inlogic Technologies,07/04/2023,2-3 Lacs PA,Chennai(Tiruvanmiyur),"['interviewing', 'recruitment', 'sourcing', 'job posting', 'hrsd', 'onboarding', 'employee engagement', 'screening']",1 Day Ago
HR Recruiter and Executive,0-1 Yrs,New Zen Infotech,07/04/2023,Not disclosed,Hyderabad/Secunderabad(Begumpet),"['Interview Coordination', 'recruitment', 'End To End Recruitment', 'Job Posting', 'sourcing', 'end to end', 'screening', 'sourcing profiles']",1 Day Ago
HR Trainee- / Executive--Generalist role,0-3 Yrs,Watertec,07/04/2023,Not disclosed,Coimbatore,"['Communication Skills', 'analytics', 'hrsd', 'analytical', 'generalist activities', 'hr generalist activities', 'training']",1 Day Ago
